activity name,time started,time ended,comment,categories,record tags,duration,duration minutes
water ,2024-09-23 09:54:33,2024-09-23 09:54:34,,water,,0:0:1,0
Work,2024-09-23 10:29:12,2024-09-23 11:09:59,,,,0:40:47,40
comer ,2024-09-23 10:45:02,2024-09-23 10:49:42,,comer ,,0:4:40,4
espalda pilates,2024-09-23 11:14:38,2024-09-23 11:43:29,,,,0:28:51,28
piernas pilates ,2024-09-23 11:43:33,2024-09-23 12:16:48,,,,0:33:15,33
comer ,2024-09-23 12:16:50,2024-09-23 15:30:24,,comer ,,3:13:34,193
wc,2024-09-23 14:06:19,2024-09-23 14:06:20,,wc,,0:0:1,0
pee,2024-09-23 14:06:21,2024-09-23 14:06:22,,,,0:0:1,0
Work,2024-09-23 14:15:45,2024-09-23 18:04:21,,,,3:48:36,228
pee,2024-09-23 19:00:59,2024-09-23 19:00:59,,,,0:0:0,0
pee,2024-09-23 20:00:02,2024-09-23 20:00:02,,,,0:0:0,0
bloated ,2024-09-23 20:14:52,2024-09-23 20:14:53,half,bloated,,0:0:1,0
pee,2024-09-23 23:32:52,2024-09-23 23:32:52,,,,0:0:0,0
pee,2024-09-24 01:32:54,2024-09-24 01:32:54,,,,0:0:0,0
pee,2024-09-24 04:15:56,2024-09-24 04:15:56,,,,0:0:0,0
coding,2024-09-24 04:33:01,2024-09-24 05:42:32,,,,1:9:31,69
coffee,2024-09-24 04:45:57,2024-09-24 04:45:58,9 240 lavazza grano,,,0:0:1,0
Work,2024-09-24 05:42:33,2024-09-24 07:56:36,,,,2:14:3,134
coffee,2024-09-24 06:19:15,2024-09-24 06:19:16,8 240 lavazza grano,,,0:0:1,0
coffee,2024-09-24 08:09:54,2024-09-24 08:09:55,,,,0:0:1,0
coffee,2024-09-24 08:49:28,2024-09-24 08:49:29,,,,0:0:1,0
pee,2024-09-24 09:26:52,2024-09-24 09:26:53,,,,0:0:1,0
piernas pilates ,2024-09-24 09:32:20,2024-09-24 10:25:58,,,,0:53:38,53
water ,2024-09-24 10:15:49,2024-09-24 10:15:49,,water,,0:0:0,0
Work,2024-09-24 10:15:52,2024-09-24 11:21:27,,,,1:5:35,65
pee,2024-09-24 10:30:51,2024-09-24 10:30:51,,,,0:0:0,0
comer ,2024-09-24 10:45:10,2024-09-24 11:00:29,,comer ,,0:15:19,15
piernas pilates ,2024-09-24 11:25:41,2024-09-24 11:45:17,,,,0:19:36,19
comer ,2024-09-24 12:00:18,2024-09-24 17:53:17,,comer ,,5:52:59,352
Work,2024-09-24 12:10:19,2024-09-24 13:00:11,,,,0:49:52,49
pee,2024-09-24 13:10:15,2024-09-24 13:10:16,,,,0:0:1,0
pee,2024-09-24 14:12:22,2024-09-24 14:12:23,,,,0:0:1,0
Work,2024-09-24 14:15:51,2024-09-24 14:30:01,,,,0:14:10,14
Work,2024-09-24 15:06:16,2024-09-24 16:40:15,,,,1:33:59,93
water ,2024-09-24 17:15:54,2024-09-24 17:15:54,,water,,0:0:0,0
wc,2024-09-24 18:04:00,2024-09-24 18:04:01,funny ,wc,,0:0:1,0
Work,2024-09-24 18:10:41,2024-09-24 19:31:04,,,,1:20:23,80
pee,2024-09-24 20:00:59,2024-09-24 20:00:59,,,,0:0:0,0
Euskara ,2024-09-24 20:25:33,2024-09-24 20:36:48,,,,0:11:15,11
cell phone ,2024-09-24 21:15:38,2024-09-24 21:36:50,,cell phone ,,0:21:12,21
Work,2024-09-25 04:12:03,2024-09-25 10:01:07,,,,5:49:4,349
coffee,2024-09-25 04:31:17,2024-09-25 04:31:18,10 300 lavazza grano,,,0:0:1,0
Sleep,2024-09-25 05:00:40,2024-09-25 05:30:00,,,,0:29:20,29
pee,2024-09-25 10:16:25,2024-09-25 10:16:26,,,,0:0:1,0
Work,2024-09-25 10:16:29,2024-09-25 12:00:43,,,,1:44:14,104
pee,2024-09-25 13:34:39,2024-09-25 13:34:40,,,,0:0:1,0
coding,2024-09-25 13:44:12,2024-09-25 14:05:07,,,,0:20:55,20
Work,2024-09-25 14:05:10,2024-09-25 15:21:49,,,,1:16:39,76
wc,2024-09-25 15:42:12,2024-09-25 15:42:13,,wc,,0:0:1,0
Work,2024-09-25 15:42:16,2024-09-25 16:48:46,,,,1:6:30,66
wc,2024-09-25 17:43:25,2024-09-25 17:43:26,,wc,,0:0:1,0
coding,2024-09-25 18:14:03,2024-09-25 19:00:40,,,,0:46:37,46
cell phone ,2024-09-25 20:45:39,2024-09-25 21:00:39,,cell phone ,,0:15:0,15
read ,2024-09-25 21:00:04,2024-09-25 21:30:04,,read,,0:30:0,30
relaxation ,2024-09-25 21:30:38,2024-09-25 21:40:38,,,,0:10:0,10
pee,2024-09-25 23:00:31,2024-09-25 23:00:31,,,,0:0:0,0
pee,2024-09-26 01:46:33,2024-09-26 01:46:33,,,,0:0:0,0
relaxation ,2024-09-26 02:00:33,2024-09-26 02:30:22,nsdr,,,0:29:49,29
relaxation ,2024-09-26 02:30:22,2024-09-26 02:40:59,count down 100,,,0:10:37,10
pee,2024-09-26 03:46:34,2024-09-26 03:46:35,,,,0:0:1,0
weight ,2024-09-26 03:48:32,2024-09-26 03:48:33,8.3% 60.2kg 52.4kg 69.2%,,,0:0:1,0
cell phone ,2024-09-26 03:54:15,2024-09-26 04:05:30,,cell phone ,,0:11:15,11
relaxation ,2024-09-26 04:05:30,2024-09-26 04:25:03,,,,0:19:33,19
read ,2024-09-26 04:25:33,2024-09-26 04:35:53,,read,,0:10:20,10
Work,2024-09-26 04:56:37,2024-09-26 05:51:16,,,,0:54:39,54
coffee,2024-09-26 05:08:39,2024-09-26 05:08:40,,,,0:0:1,0
coding,2024-09-26 05:51:20,2024-09-26 06:17:07,,,,0:25:47,25
coffee,2024-09-26 06:02:01,2024-09-26 06:02:02,11 300 lavazza grano,,,0:0:1,0
Euskara ,2024-09-26 07:26:51,2024-09-26 07:26:52,,,,0:0:1,0
Work,2024-09-26 07:26:59,2024-09-26 07:45:40,,,,0:18:41,18
coffee,2024-09-26 07:59:40,2024-09-26 07:59:41,12 300 lavazza grano,,,0:0:1,0
Work,2024-09-26 08:09:15,2024-09-26 09:19:35,,,,1:10:20,70
correr,2024-09-26 09:19:39,2024-09-26 10:30:54,,,,1:11:15,71
Work,2024-09-26 10:30:54,2024-09-26 11:15:09,,,,0:44:15,44
comer ,2024-09-26 11:00:20,2024-09-26 12:34:56,,comer ,,1:34:36,94
pee,2024-09-26 11:20:56,2024-09-26 11:20:57,,,,0:0:1,0
coffee,2024-09-26 11:21:00,2024-09-26 11:21:01,,,,0:0:1,0
Work,2024-09-26 11:30:26,2024-09-26 12:04:14,,,,0:33:48,33
water ,2024-09-26 12:04:39,2024-09-26 12:04:40,350,water,,0:0:1,0
comer ,2024-09-26 12:34:57,2024-09-26 16:50:05,,comer ,,4:15:8,255
Work,2024-09-26 12:35:05,2024-09-26 17:09:33,,,,4:34:28,274
wc,2024-09-26 13:00:10,2024-09-26 13:20:11,,wc,,0:20:1,20
wc,2024-09-26 14:20:22,2024-09-26 14:20:23,,wc,,0:0:1,0
water ,2024-09-26 15:20:53,2024-09-26 15:20:54,,water,,0:0:1,0
pee,2024-09-26 15:20:55,2024-09-26 15:20:56,,,,0:0:1,0
pee,2024-09-26 17:30:03,2024-09-26 17:30:04,,,,0:0:1,0
water ,2024-09-26 19:06:08,2024-09-26 19:06:09,,water,,0:0:1,0
pee,2024-09-26 19:06:10,2024-09-26 19:06:11,,,,0:0:1,0
pee,2024-09-26 20:51:48,2024-09-26 20:51:49,,,,0:0:1,0
weight ,2024-09-27 04:01:02,2024-09-27 04:01:03,8.8% 60.4kg 52.2kg 67.6%,,,0:0:1,0
Work,2024-09-27 04:12:55,2024-09-27 08:15:38,,,,4:2:43,242
coffee,2024-09-27 04:15:54,2024-09-27 04:15:54,,,,0:0:0,0
coffee,2024-09-27 06:18:17,2024-09-27 06:18:18,,,,0:0:1,0
relaxation ,2024-09-27 08:10:42,2024-09-27 08:46:01,,,,0:35:19,35
pee,2024-09-27 08:15:20,2024-09-27 08:15:20,,,,0:0:0,0
Work,2024-09-27 09:15:44,2024-09-27 10:22:13,,,,1:6:29,66
coffee,2024-09-27 09:18:54,2024-09-27 09:18:55,,,,0:0:1,0
Work,2024-09-27 10:47:28,2024-09-27 11:17:10,,,,0:29:42,29
espalda pilates,2024-09-27 11:19:56,2024-09-27 12:41:01,,,,1:21:5,81
coffee,2024-09-27 11:21:18,2024-09-27 11:21:19,,,,0:0:1,0
comer ,2024-09-27 11:21:25,2024-09-27 17:15:05,,comer ,,5:53:40,353
wc,2024-09-27 14:03:33,2024-09-27 14:03:34,,wc,,0:0:1,0
Work,2024-09-27 14:48:41,2024-09-27 16:46:38,,,,1:57:57,117
relaxing music,2024-09-27 20:30:44,2024-09-28 05:15:13,,,,8:44:29,524
pee,2024-09-27 23:00:30,2024-09-27 23:00:30,,,,0:0:0,0
pee,2024-09-28 01:00:32,2024-09-28 01:00:32,,,,0:0:0,0
pee,2024-09-28 03:00:45,2024-09-28 03:00:45,,,,0:0:0,0
pee,2024-09-28 05:17:35,2024-09-28 05:17:36,,,,0:0:1,0
coding,2024-09-28 05:54:00,2024-09-28 06:13:18,,,,0:19:18,19
coffee,2024-09-28 05:55:25,2024-09-28 05:55:25,,,,0:0:0,0
weight ,2024-09-28 05:57:39,2024-09-28 05:57:40,8.5% 59.6kg 51.7kg 68.1%,,,0:0:1,0
ducha,2024-09-28 06:15:54,2024-09-28 06:35:18,mild,,,0:19:24,19
piernas pilates ,2024-09-28 07:01:48,2024-09-28 11:04:11,,,,4:2:23,242
coffee,2024-09-28 07:45:34,2024-09-28 07:45:35,,,,0:0:1,0
water ,2024-09-28 09:04:00,2024-09-28 09:04:01,,water,,0:0:1,0
coffee,2024-09-28 10:04:17,2024-09-28 10:04:17,,,,0:0:0,0
pee,2024-09-28 11:04:14,2024-09-28 11:04:15,,,,0:0:1,0
coffee,2024-09-28 11:10:18,2024-09-28 11:10:18,,,,0:0:0,0
comer ,2024-09-28 12:30:16,2024-09-28 16:14:53,,comer ,,3:44:37,224
wc,2024-09-28 15:26:18,2024-09-28 15:26:19,,wc,,0:0:1,0
coding,2024-09-28 16:00:17,2024-09-28 17:32:13,,,,1:31:56,91
relaxing music,2024-09-28 21:09:08,2024-09-29 05:34:04,,,,8:24:56,504
relaxation ,2024-09-29 03:15:06,2024-09-29 04:40:09,,,,1:25:3,85
melatonin ,2024-09-29 04:12:12,2024-09-29 20:00:12,,,,15:48:0,948
read ,2024-09-29 04:40:00,2024-09-29 05:13:50,,read,,0:33:50,33
relaxation ,2024-09-29 05:13:54,2024-09-29 05:34:03,,,,0:20:9,20
weight ,2024-09-29 05:56:01,2024-09-29 05:56:02,8.4% 59.8kg 52kg 68.4%,,,0:0:1,0
coding,2024-09-29 06:00:23,2024-09-29 07:22:56,,,,1:22:33,82
coffee,2024-09-29 06:07:02,2024-09-29 06:07:03,,,,0:0:1,0
coffee,2024-09-29 08:01:15,2024-09-29 08:01:15,,,,0:0:0,0
correr,2024-09-29 08:36:03,2024-09-29 10:06:40,,,,1:30:37,90
coffee,2024-09-29 09:01:16,2024-09-29 09:01:16,175mg on drink,,,0:0:0,0
pee,2024-09-29 10:00:46,2024-09-29 12:01:47,,,,2:1:1,121
ducha,2024-09-29 10:06:43,2024-09-29 10:18:42,,,,0:11:59,11
comer ,2024-09-29 11:00:20,2024-09-29 17:00:36,,comer ,,6:0:16,360
Izan ,2024-09-29 11:00:32,2024-09-29 12:45:59,,,,1:45:27,105
wc,2024-09-29 15:09:46,2024-09-29 15:09:47,funny ,wc,,0:0:1,0
wc,2024-09-29 17:00:06,2024-09-29 17:00:06,,wc,,0:0:0,0
water ,2024-09-29 17:00:48,2024-09-29 17:00:48,350,water,,0:0:0,0
pee,2024-09-29 18:17:08,2024-09-29 18:17:09,,,,0:0:1,0
magnesium night ,2024-09-29 19:00:16,2024-09-29 19:00:16,,,,0:0:0,0
pee,2024-09-29 19:30:30,2024-09-29 19:30:30,,,,0:0:0,0
Work,2024-09-30 01:00:58,2024-09-30 03:20:58,,,,2:20:0,140
relaxation ,2024-09-30 04:18:16,2024-09-30 04:33:02,,,,0:14:46,14
pee,2024-09-30 04:30:37,2024-09-30 04:30:38,,,,0:0:1,0
weight ,2024-09-30 04:46:49,2024-09-30 04:46:50,8.1% 59.6kg 52kg 69.3%,,,0:0:1,0
Work,2024-09-30 04:57:52,2024-09-30 07:03:13,,,,2:5:21,125
coffee,2024-09-30 05:03:02,2024-09-30 05:03:03,,,,0:0:1,0
coffee,2024-09-30 06:27:47,2024-09-30 06:27:48,,,,0:0:1,0
pee,2024-09-30 07:00:50,2024-09-30 07:00:50,,,,0:0:0,0
relaxation ,2024-09-30 07:09:43,2024-09-30 07:38:24,,,,0:28:41,28
coffee,2024-09-30 07:45:34,2024-09-30 07:45:34,,,,0:0:0,0
Work,2024-09-30 08:10:32,2024-09-30 08:59:07,,,,0:48:35,48
pee,2024-09-30 09:06:51,2024-09-30 09:06:52,,,,0:0:1,0
ducha,2024-09-30 09:08:08,2024-09-30 09:25:29,,,,0:17:21,17
coffee,2024-09-30 09:45:12,2024-09-30 09:45:12,,,,0:0:0,0
espalda pilates,2024-09-30 10:03:00,2024-09-30 12:00:02,,,,1:57:2,117
comer ,2024-09-30 11:02:54,2024-09-30 16:19:55,,comer ,,5:17:1,317
pee,2024-09-30 11:25:57,2024-09-30 11:25:58,,,,0:0:1,0
water ,2024-09-30 11:26:07,2024-09-30 11:26:08,,water,,0:0:1,0
pee,2024-09-30 15:00:34,2024-09-30 15:00:34,,,,0:0:0,0
Work,2024-09-30 15:35:30,2024-09-30 16:20:39,,,,0:45:9,45
coding,2024-09-30 16:26:37,2024-09-30 17:00:37,,,,0:34:0,34
pee,2024-09-30 18:00:35,2024-09-30 18:00:36,,,,0:0:1,0
piernas pilates ,2024-09-30 19:00:58,2024-09-30 19:30:03,,,,0:29:5,29
pee,2024-09-30 20:10:38,2024-09-30 20:10:39,,,,0:0:1,0
cell phone ,2024-09-30 21:10:53,2024-09-30 21:21:13,,cell phone ,,0:10:20,10
pee,2024-09-30 21:20:29,2024-09-30 21:20:30,,,,0:0:1,0
relaxing music,2024-09-30 21:21:01,2024-10-01 05:12:28,,,,7:51:27,471
pee,2024-10-01 05:13:45,2024-10-01 05:13:46,,,,0:0:1,0
ducha,2024-10-01 05:19:30,2024-10-01 05:34:35,,,,0:15:5,15
weight ,2024-10-01 05:21:12,2024-10-01 05:21:13,8.5% 60kg 52.2kg 68.5%,,,0:0:1,0
Work,2024-10-01 05:48:49,2024-10-01 09:15:51,,,,3:27:2,207
coffee,2024-10-01 05:56:21,2024-10-01 05:56:22,,,,0:0:1,0
stretch legs,2024-10-01 07:20:48,2024-10-01 07:25:12,,,,0:4:24,4
coffee,2024-10-01 07:30:44,2024-10-01 07:30:45,10 240 lavazza grano,,,0:0:1,0
coffee,2024-10-01 09:00:36,2024-10-01 09:00:36,10 240 lavazza grano,,,0:0:0,0
comer ,2024-10-01 12:00:02,2024-10-01 16:37:31,,comer ,,4:37:29,277
water ,2024-10-01 12:10:16,2024-10-01 12:10:17,,water,,0:0:1,0
coffee,2024-10-01 12:10:24,2024-10-01 12:10:25,,,,0:0:1,0
pee,2024-10-01 12:10:31,2024-10-01 12:10:32,,,,0:0:1,0
piernas pilates ,2024-10-01 12:10:50,2024-10-01 12:55:47,,,,0:44:57,44
pee,2024-10-01 12:55:46,2024-10-01 12:55:47,,,,0:0:1,0
water ,2024-10-01 14:05:12,2024-10-01 14:05:12,,water,,0:0:0,0
Work,2024-10-01 14:38:48,2024-10-01 16:37:25,,,,1:58:37,118
wc,2024-10-01 15:21:16,2024-10-01 15:21:16,,wc,,0:0:0,0
water ,2024-10-01 16:21:12,2024-10-01 16:21:12,,water,,0:0:0,0
coding,2024-10-01 16:40:43,2024-10-01 17:15:35,,,,0:34:52,34
wc,2024-10-01 17:21:14,2024-10-01 17:21:14,,wc,,0:0:0,0
piernas pilates ,2024-10-01 18:05:37,2024-10-01 19:00:04,,,,0:54:27,54
wc,2024-10-01 18:21:39,2024-10-01 18:21:40,,wc,,0:0:1,0
water ,2024-10-01 18:22:03,2024-10-01 18:22:04,,water,,0:0:1,0
wc,2024-10-01 19:42:01,2024-10-01 19:42:02,,wc,,0:0:1,0
pee,2024-10-01 20:11:15,2024-10-01 20:11:16,,,,0:0:1,0
pee,2024-10-01 20:51:20,2024-10-01 20:51:21,,,,0:0:1,0
audiolibro ,2024-10-01 20:55:12,2024-10-01 21:01:54,,,,0:6:42,6
relaxation ,2024-10-02 03:34:43,2024-10-02 04:33:27,,,,0:58:44,58
pee,2024-10-02 04:33:35,2024-10-02 04:33:36,,,,0:0:1,0
pee,2024-10-02 04:33:36,2024-10-02 04:33:37,,,,0:0:1,0
pee,2024-10-02 04:33:36,2024-10-02 04:33:37,,,,0:0:1,0
pee,2024-10-02 04:33:37,2024-10-02 04:33:38,,,,0:0:1,0
ducha,2024-10-02 04:35:32,2024-10-02 04:45:43,,,,0:10:11,10
weight ,2024-10-02 04:37:08,2024-10-02 04:37:09,8.5% 60kg 52.1kg 68.2%,,,0:0:1,0
Work,2024-10-02 05:04:48,2024-10-02 06:52:53,,,,1:48:5,108
coffee,2024-10-02 05:10:28,2024-10-02 05:10:28,10 240 lavazza grano,,,0:0:0,0
coffee,2024-10-02 06:31:33,2024-10-02 06:31:34,,,,0:0:1,0
comer ,2024-10-02 07:20:04,2024-10-02 07:20:04,,comer ,,0:0:0,0
Work,2024-10-02 08:00:55,2024-10-02 09:09:36,,,,1:8:41,68
pee,2024-10-02 08:42:02,2024-10-02 08:42:03,,,,0:0:1,0
coffee,2024-10-02 08:56:58,2024-10-02 08:56:59,9 240 arabica,,,0:0:1,0
correr,2024-10-02 09:11:41,2024-10-02 10:30:18,,,,1:18:37,78
coffee,2024-10-02 11:27:42,2024-10-02 11:27:43,,,,0:0:1,0
water ,2024-10-02 11:28:00,2024-10-02 11:28:01,,water,,0:0:1,0
comer ,2024-10-02 11:28:05,2024-10-02 11:28:09,,comer ,,0:0:4,0
pee,2024-10-02 11:28:40,2024-10-02 11:28:41,,,,0:0:1,0
Work,2024-10-02 11:35:36,2024-10-02 12:35:43,,,,1:0:7,60
water ,2024-10-02 12:35:48,2024-10-02 12:35:49,,water,,0:0:1,0
relaxation ,2024-10-02 12:43:48,2024-10-02 13:06:45,,,,0:22:57,22
pee,2024-10-02 13:13:27,2024-10-02 13:13:28,,,,0:0:1,0
Work,2024-10-02 13:33:11,2024-10-02 14:00:10,,,,0:26:59,26
water ,2024-10-02 13:44:10,2024-10-02 13:44:11,,water,,0:0:1,0
Work,2024-10-02 14:45:51,2024-10-02 15:45:34,,,,0:59:43,59
water ,2024-10-02 15:00:10,2024-10-02 15:00:10,,water,,0:0:0,0
comer ,2024-10-02 15:00:14,2024-10-02 15:00:14,,comer ,,0:0:0,0
coding,2024-10-02 15:45:51,2024-10-02 16:30:07,,,,0:44:16,44
Izan ,2024-10-02 16:29:13,2024-10-02 17:41:43,,,,1:12:30,72
comer ,2024-10-02 18:54:42,2024-10-02 18:54:51,,comer ,,0:0:9,0
water ,2024-10-02 18:54:45,2024-10-02 18:54:46,,water,,0:0:1,0
pee,2024-10-02 18:54:48,2024-10-02 18:54:49,,,,0:0:1,0
pee,2024-10-02 19:51:21,2024-10-02 19:51:22,,,,0:0:1,0
read ,2024-10-02 19:51:25,2024-10-02 20:01:46,,read,,0:10:21,10
relaxing music,2024-10-02 20:01:45,2024-10-03 04:47:07,,,,8:45:22,525
pee,2024-10-03 04:47:12,2024-10-03 04:47:13,,,,0:0:1,0
ducha,2024-10-03 04:47:17,2024-10-03 05:05:39,,,,0:18:22,18
weight ,2024-10-03 04:48:50,2024-10-03 04:48:51,7.9% 58.4kg 51.1kg 69.1%,,,0:0:1,0
Work,2024-10-03 05:16:52,2024-10-03 07:18:10,,,,2:1:18,121
coffee,2024-10-03 05:26:28,2024-10-03 05:26:29,,,,0:0:1,0
coffee,2024-10-03 06:36:29,2024-10-03 06:36:30,,,,0:0:1,0
Izan ,2024-10-03 07:05:27,2024-10-03 07:19:41,,,,0:14:14,14
relaxation ,2024-10-03 07:22:52,2024-10-03 07:52:44,,,,0:29:52,29
coffee,2024-10-03 08:11:06,2024-10-03 08:11:07,,,,0:0:1,0
